Price,Close,High,Low,Open,Volume
Ticker,ICLN,ICLN,ICLN,ICLN,ICLN
Date,,,,,
2015-02-18,8.682044982910156,8.731003445828748,8.673884979696812,8.731003445828748,8400
2015-02-19,8.608601570129395,8.698359219424704,8.584122352718,8.698359219424704,14700
2015-02-20,8.657561302185059,8.706520522524098,8.567803639440628,8.624922081352501,11900
2015-02-23,8.66572380065918,8.690203028796967,8.616765344383605,8.690203028796967,47900
2015-02-24,8.698360443115234,8.886036544819094,8.698360443115234,8.714680442472265,203600
2015-02-25,8.877876281738281,8.910515501303554,8.788118622478876,8.788118622478876,21600
2015-02-26,8.877876281738281,8.926834721996002,8.85339706160942,8.926834721996002,77000
2015-02-27,8.918675422668457,8.926834643853068,8.85339698410934,8.910515423303474,19000
2015-03-02,9.057394027709961,9.057394027709961,8.959475573003669,9.000274799434537,52000
2015-03-03,9.163470268249512,9.171630268585197,9.13899104542292,9.13899104542292,117400
2015-03-04,9.416424751281738,9.424584751548002,9.351146305512543,9.359306305778807,78800
2015-03-05,9.8570556640625,9.873375666275113,9.734658760190051,9.873375666275113,337000
2015-03-06,9.546982765197754,9.726498901257834,9.546982765197754,9.726498901257834,47800
2015-03-09,9.440903663635254,9.55514132906728,9.408264441823308,9.55514132906728,78500
2015-03-10,9.212430953979492,9.342987867346336,9.212430953979492,9.245070182321204,153600
2015-03-11,9.31850814819336,9.326668149392715,9.220590468342742,9.220590468342742,50100
2015-03-12,9.391944885253906,9.440903327136603,9.351145664898057,9.440903327136603,44400
2015-03-13,9.245068550109863,9.310346995268414,9.22058932772052,9.310346995268414,45600
2015-03-16,9.359304428100586,9.383783645807862,9.310345214505734,9.383783645807862,15400
2015-03-17,9.416424751281738,9.424584751548002,9.29402786000961,9.34298630524628,57100
2015-03-18,9.514342308044434,9.62041997571699,9.342986195370372,9.342986195370372,25100
2015-03-19,9.465383529663086,9.563301193713066,9.465383529663086,9.563301193713066,37500
2015-03-20,9.628578186035156,9.68569662024864,9.522500538081326,9.522500538081326,53000
2015-03-23,9.644898414611816,9.710176854310886,9.636739193284722,9.68569763396883,36100
2015-03-24,9.734657287597656,9.767296508904908,9.71833728785382,9.767296508904908,37800
2015-03-25,9.579621315002441,9.791776662792941,9.579621315002441,9.791776662792941,90200
2015-03-26,9.465383529663086,9.612259636647845,9.44906352989788,9.612259636647845,32300
2015-03-27,9.489864349365234,9.571462027392274,9.473544346851495,9.481704348108366,14700
2015-03-30,9.702019691467285,9.71833891576432,9.604102011143427,9.636741237918047,70200
2015-03-31,9.677536010742188,9.73465521953057,9.653056794507313,9.702016005157317,53700
2015-04-01,9.816253662109375,9.889692094947401,9.718336011052111,9.718336011052111,118300
2015-04-02,9.881535530090332,9.954973988449035,9.799937848276675,9.799937848276675,235100
2015-04-06,9.946812629699707,10.06105030246928,9.946812629699707,9.946812629699707,41000
2015-04-07,9.979451179504395,10.06104962285368,9.97129195771381,10.028410401150051,57500
2015-04-08,10.101846694946289,10.183444342751901,10.069207480187991,10.069207480187991,37100
2015-04-09,10.33032512664795,10.33032512664795,10.199768217966863,10.305845900815386,66400
2015-04-10,10.281365394592285,10.297684617054827,10.224246170522237,10.281365394592285,30900
2015-04-13,10.322162628173828,10.362961846811665,10.314003406990558,10.346642626264753,128900
2015-04-14,10.281365394592285,10.362963063265914,10.248726171486743,10.362963063265914,46700
2015-04-15,10.403763771057129,10.4200837740286,10.273206860007656,10.273206860007656,45000
2015-04-16,10.4608793258667,10.501678543807312,10.354801670493249,10.469039325090893,79500
2015-04-17,10.289523124694824,10.29768312383308,10.199765468715057,10.29768312383308,106400
2015-04-20,10.175287246704102,10.28952413311401,10.150807246890185,10.281364911356464,90900
2015-04-21,10.240565299987793,10.314003740272883,10.240565299987793,10.314003740272883,69400
2015-04-22,10.387441635131836,10.403761634752163,10.322163193011352,10.379282413502086,55800
2015-04-23,10.501679420471191,10.517999420281948,10.40376175614792,10.4119217560533,42100
2015-04-24,10.436403274536133,10.493521730084131,10.379284818988134,10.493521730084131,31600
2015-04-27,10.420083999633789,10.509841683378502,10.403763996308975,10.501681681716095,41300
2015-04-28,10.624077796936035,10.624077796936035,10.346644006992504,10.420082454704671,142200
2015-04-29,10.297686576843262,10.420084270418327,10.297686576843262,10.420084270418327,129000
2015-04-30,10.191604614257812,10.387439908058601,10.175285395531223,10.387439908058601,68100
2015-05-01,10.281365394592285,10.387442286049957,10.207926948059697,10.387442286049957,50800
2015-05-04,10.33032512664795,10.346645129323365,10.265046672307406,10.338485127985658,32100
2015-05-05,10.240565299987793,10.33848296097445,10.216086079286228,10.33848296097445,163500
2015-05-06,10.158968925476074,10.314005837193836,10.158968925476074,10.216088156299723,174700
2015-05-07,10.248727798461914,10.248727798461914,9.987613193985423,10.150809335420364,67100
2015-05-08,10.436403274536133,10.436403274536133,10.289526356634887,10.379284818988134,23000
2015-05-11,10.314004898071289,10.485361018578613,10.314004898071289,10.485361018578613,85800
2015-05-12,10.289523124694824,10.436399996462033,10.289523124694824,10.436399996462033,502600
2015-05-13,10.411922454833984,10.460880901191182,10.338484007117714,10.420082455287009,176400
2015-05-14,10.45272159576416,10.493520041343771,10.420082372392192,10.493520041343771,111900
2015-05-15,10.501679420471191,10.526158642006903,10.452720977399768,10.50983942037657,58300
2015-05-18,10.493518829345703,10.648555706091194,10.436400389587035,10.648555706091194,76600
2015-05-19,10.362961769104004,10.534317863553692,10.362961769104004,10.534317863553692,65000
2015-05-20,10.09368896484375,10.240565853350622,10.036570520726826,10.224245853214109,99100
2015-05-21,10.020252227783203,10.18344836605057,9.987613000129729,10.00393300304675,59900
2015-05-22,10.085528373718262,10.19160603384766,10.07736915230861,10.093688373308307,47800
2015-05-26,10.012092590332031,10.167128720727462,9.954973360665893,10.167128720727462,66500
2015-05-27,10.069210052490234,10.10184927558662,9.922333159466277,10.10184927558662,69100
2015-05-28,9.816253662109375,10.044728959423306,9.791774443890137,9.963130527785427,56900
2015-05-29,9.914175033569336,10.069211956224542,9.83257734949135,9.922335035431317,46100
2015-06-01,9.750977516174316,9.89785441631558,9.710178290781688,9.89785441631558,72100
2015-06-02,9.775457382202148,9.79177738470332,9.644900474914992,9.783617383452734,66000
2015-06-03,9.799935340881348,9.83257456089191,9.718336901764745,9.783615341785872,73000
2015-06-04,9.661218643188477,9.791775525688797,9.628579422563398,9.742816305660975,24800
2015-06-05,9.60410213470459,9.62042135921158,9.522503677627967,9.571462129329493,34300
2015-06-08,9.538823127746582,9.693860044222978,9.498024676423867,9.693860044222978,108100
2015-06-09,9.416424751281738,9.538821642553867,9.38378552839714,9.514342419935533,624600
2015-06-10,9.563302040100098,9.563302040100098,9.473543589808353,9.530662815861415,61600
2015-06-11,9.571460723876953,9.620419946569974,9.546981501620666,9.546981501620666,23100
2015-06-12,9.538823127746582,9.5714623557131,9.4490654453838,9.5714623557131,25700
2015-06-15,9.424585342407227,9.449064566560246,9.310347666058957,9.400106118254206,33900
2015-06-16,9.473544120788574,9.473544120788574,9.449064895782653,9.465384897906956,30100
2015-06-17,9.514342308044434,9.555141530715487,9.424584640712476,9.46538386338353,37300
2015-06-18,9.612260818481445,9.653060044730333,9.522503143278305,9.555142368641313,45300
2015-06-19,9.489864349365234,9.571462027392274,9.465385123775178,9.555142803059086,19700
2015-06-22,9.60410213470459,9.636741361899128,9.498024451777203,9.498024451777203,38900
2015-06-23,9.677536010742188,9.685696008880564,9.595938363899185,9.604098362037561,20300
2015-06-24,9.575007438659668,9.707304480045577,9.575007438659668,9.699035717820816,52500
2015-06-25,9.475785255432129,9.599813542418019,9.467516492685704,9.599813542418019,58700
2015-06-26,9.376561164855957,9.517126957797025,9.368292403258833,9.517126957797025,49500
2015-06-29,9.087162017822266,9.277339616916688,9.06235651830651,9.260802091537776,132100
2015-06-30,9.194653511047363,9.25253327241531,9.128504987040394,9.25253327241531,50000
2015-07-01,9.178118705749512,9.326952521809222,9.145044436785934,9.326952521809222,25600
2015-07-02,9.16984748840332,9.235996008635508,9.120235703952899,9.194652986352251,19900
2015-07-06,8.797764778137207,8.913524332598376,8.72334747109627,8.913524332598376,298700
2015-07-07,8.690271377563477,8.723345641695246,8.508362530562415,8.682002614392369,98400
2015-07-08,8.326452255249023,8.557972853009225,8.326452255249023,8.541435329503845,103100
2015-07-09,8.756418228149414,8.830835505326153,8.682000950972677,8.6985384741464,60400
2015-07-10,9.029281616210938,9.029281616210938,8.938327598730522,9.029281616210938,71600
2015-07-13,9.136774063110352,9.186385063541147,9.062356773911524,9.186385063541147,96400
2015-07-14,9.153311729431152,9.178118020716934,9.087163196441164,9.087163196441164,10000
2015-07-15,8.89698600769043,9.128505863955398,8.89698600769043,9.12023710052205,106600
2015-07-16,9.087162017822266,9.120236280027477,9.037551018790756,9.037551018790756,43100
2015-07-17,8.971402168273926,9.211190757683651,8.954864643496146,9.211190757683651,23000
2015-07-20,8.987936973571777,9.087159735264143,8.97966821295931,9.07062300259162,41800
2015-07-21,9.012744903564453,9.0954309549395,8.99620816642102,9.0954309549395,50100
2015-07-22,8.87217903137207,9.029282370247344,8.87217903137207,9.029282370247344,22100
2015-07-23,8.83083438873291,8.938325910113084,8.797760135119963,8.90525165650014,112100
2015-07-24,8.764689445495605,8.839105954970437,8.715077650626323,8.839105954970437,10300
2015-07-27,8.607583999633789,8.65719578248049,8.458749439646219,8.65719578248049,45300
2015-07-28,8.715075492858887,8.739880989875566,8.607583954383236,8.739880989875566,21500
2015-07-29,8.905255317687988,8.921792057016951,8.682003422601497,8.715077689812155,113200
2015-07-30,8.706807136535645,8.77295565736278,8.615853117536474,8.77295565736278,63700
2015-07-31,8.682001113891602,8.797761412622396,8.66546359040755,8.706806610565156,36200
2015-08-03,8.6654634475708,8.789492505999196,8.599314931829994,8.682000970782257,27800
2015-08-04,8.591048240661621,8.706807766204454,8.591048240661621,8.66546474055946,49000
2015-08-05,8.797764778137207,8.830839049205087,8.665466905312861,8.69027320002839,101400
2015-08-06,8.657196998596191,8.830837080122853,8.591048471210096,8.830837080122853,119600
2015-08-07,8.566242218017578,8.607585244945755,8.52489997964205,8.607585244945755,12600
2015-08-10,8.682001113891602,8.690269875633627,8.599315073576387,8.682001113891602,138700
2015-08-11,8.516631126403809,8.607585153840999,8.475288099913216,8.607585153840999,92300
2015-08-12,8.516631126403809,8.516631126403809,8.293379256486192,8.409139572949325,121700
2015-08-13,8.500091552734375,8.549703330282254,8.475286058236662,8.483554819253385,55800
2015-08-14,8.500091552734375,8.508360313751098,8.442211802722227,8.508360313751098,24700
2015-08-17,8.516631126403809,8.524899889412456,8.458750573895921,8.500093600386515,22000
2015-08-18,8.467019081115723,8.491825369392265,8.442213581391798,8.491825369392265,20200
2015-08-19,8.376067161560059,8.409141432355295,8.25203805466331,8.39260390268127,175500
2015-08-20,8.012248039245605,8.202425655570401,7.987442537482434,8.194156892131785,58400
2015-08-21,7.788996696472168,7.987442281318586,7.673236377702095,7.987442281318586,60000
2015-08-24,7.441715240478516,7.714578069545192,6.904258344087187,7.152314887927787,336800
2015-08-25,7.466522693634033,7.780728625190919,7.466522693634033,7.772459861282197,21300
2015-08-26,7.6732354164123535,7.780726958542639,7.474789856426853,7.6897729406874245,16500
2015-08-27,7.987441539764404,8.03705332564638,7.838606970671066,7.87994999414728,31900
2015-08-28,8.012248039245605,8.020516802684224,7.929562770517475,7.937831533956094,20300
2015-08-31,7.80553674697876,7.879954070017449,7.80553674697876,7.863417325204958,13100
2015-09-01,7.557476997375488,7.689774056563674,7.5409394707006285,7.656699791766627,37400
2015-09-02,7.6815056800842285,7.6815056800842285,7.5409398504794005,7.62362591091261,35300
2015-09-03,7.656698226928711,7.772457735783683,7.640160703633708,7.706309219708696,123200
2015-09-04,7.4995951652526855,7.623624228531775,7.483058429946997,7.540938186345715,24600
2015-09-08,7.788996696472168,7.7972654596456,7.689773904048959,7.7972654596456,14800
2015-09-09,7.755923271179199,7.896489106119921,7.739385743043706,7.896489106119921,15100
2015-09-10,7.838606357574463,7.896486901335071,7.755921105641845,7.788995364125397,185200
2015-09-11,7.8220696449279785,7.8386063799406775,7.7559211277721305,7.788995386350055,94200
2015-09-14,7.755923271179199,7.797266302965189,7.681505971674965,7.797266302965189,7100
2015-09-15,7.81380033493042,7.830337857335375,7.714577566158102,7.714577566158102,31700
2015-09-16,7.94610071182251,7.962638241203405,7.871684195266892,7.871684195266892,23100
2015-09-17,7.970905780792236,8.053591049329851,7.871682985415488,7.9378315156666535,13000
2015-09-18,7.764190673828125,7.871682222202403,7.747653148592418,7.855144696966696,38100
2015-09-21,7.780726909637451,7.797264433808577,7.739383887762191,7.797264433808577,9300
2015-09-22,7.607086181640625,7.689772218141522,7.574011924750763,7.673234695420349,20700
2015-09-23,7.491326808929443,7.607086315809408,7.491326808929443,7.582280819842629,15000
2015-09-24,7.458250999450684,7.483056490255628,7.2928789579448345,7.441713479879165,81000
2015-09-25,7.466522693634033,7.607088525871396,7.392105395560991,7.607088525871396,14100
2015-09-28,7.276346206665039,7.342494744025858,7.235003173676335,7.342494744025858,32500
2015-09-29,7.32595682144165,7.383837379934302,7.292882554539873,7.350763113032525,54000
2015-09-30,7.491326808929443,7.5409378008629995,7.4417150284433875,7.524401066402647,15800
2015-10-01,7.582280158996582,7.59054891978233,7.499594128243959,7.5574746651917675,13000
2015-10-02,7.846874713897705,7.846874713897704,7.524400907482925,7.524400907482925,22400
2015-10-05,8.020516395568848,8.061859422110714,7.904756867514796,7.954367868522921,53100
2015-10-06,8.094934463500977,8.119739966388677,7.946099869069341,8.028785930098632,24500
2015-10-07,8.252037048339844,8.285112103654445,8.136277508949625,8.169351775711505,16200
2015-10-08,8.334722518920898,8.351260045406345,8.13627693241151,8.22723096242348,18900
2015-10-09,8.384333610534668,8.417407872194362,8.326453061215755,8.351259348874974,22600
2015-10-12,8.268573760986328,8.376065314505468,8.235499497484488,8.376065314505468,7100
2015-10-13,8.194156646728516,8.227230910939777,8.144545644687954,8.218962147748798,5100
2015-10-14,8.318185806274414,8.342991307525326,8.26030525195206,8.26857401521992,20200
2015-10-15,8.49182415008545,8.541435142409854,8.342989596007222,8.392600588331627,16200
2015-10-16,8.425675392150879,8.475287176243233,8.351258898841184,8.475287176243233,25200
2015-10-19,8.285110473632812,8.37606449219541,8.268572949229123,8.326452707536905,55100
2015-10-20,8.376067161560059,8.384335926397073,8.285113114011363,8.342992890764823,12000
2015-10-21,8.285110473632812,8.417407514652067,8.285110473632812,8.417407514652067,11400
2015-10-22,8.359528541564941,8.400871571804881,8.293380008602124,8.342991802600595,23700
2015-10-23,8.359528541564941,8.43394583828629,8.318186299877716,8.43394583828629,15300
2015-10-26,8.293377876281738,8.37606391550211,8.268572379936632,8.37606391550211,27100
2015-10-27,8.111470222473145,8.260303995899799,8.070127200973083,8.260303995899799,18400
2015-10-28,8.169349670410156,8.235498186886957,8.070126895694955,8.086663630537895,21800
2015-10-29,8.185888290405273,8.210694581211175,8.103203020043697,8.103203020043697,12600
2015-10-30,8.103201866149902,8.161081626016214,8.061858842580001,8.144544889719805,21500
2015-11-02,8.227229118347168,8.252034613962696,8.11973758594323,8.12800634733257,23000
2015-11-03,8.260303497314453,8.301646516319083,8.094932209848436,8.094932209848436,28600
2015-11-04,8.202425956726074,8.29337999223224,8.185888429241656,8.243768986884408,10400
2015-11-05,8.185888290405273,8.276843112921515,8.16108278815207,8.260305585717582,9700
2015-11-06,8.218960762023926,8.235498285617643,8.144544271509774,8.185886503389016,12000
2015-11-09,8.078394889831543,8.202423149302987,8.070126128919462,8.202423149302987,32700
2015-11-10,7.904756546020508,8.103202119087312,7.888219020655302,8.061859094226909,22000
2015-11-11,7.871683120727539,8.020516922074732,7.8551455936041314,7.921294124992372,21600
2015-11-12,7.764190673828125,7.9047564841212115,7.764190673828125,7.8882189588855045,12100
2015-11-13,7.6732354164123535,7.747652698545055,7.6484299185523055,7.731115962822543,51200
2015-11-16,7.80553674697876,7.822074280344243,7.664971656137116,7.664971656137116,35600
2015-11-17,7.689772129058838,7.797263659843767,7.623623616045416,7.788994898578971,42800
2015-11-18,7.755923271179199,7.764192035246946,7.615357436238478,7.648431703956722,35000
2015-11-19,7.780726909637451,7.788995671723014,7.731115914229182,7.772458147551888,149400
2015-11-20,7.780726909637451,7.8138011694271485,7.739383887762191,7.739383887762191,14400
2015-11-23,7.788996696472168,7.863413987927739,7.755922432331098,7.863413987927739,17800
2015-11-24,7.8220696449279785,7.830338406710591,7.739383604206906,7.739383604206906,16700
2015-11-25,7.81380033493042,7.813800334930421,7.788994839875459,7.813800334930421,6300
2015-11-27,7.80553674697876,7.855148558522217,7.772462468800786,7.813805513661501,8000
2015-11-30,7.788996696472168,7.846876461580876,7.755922432331098,7.7972654596456,37200
2015-12-01,7.913025856018066,7.921294620096592,7.805534288655463,7.8634148486524,40400
2015-12-02,7.954367160797119,7.979172659094156,7.92129290021688,7.954367160797119,21200
2015-12-03,7.995711803436279,8.078397865913754,7.921294504917099,8.003980567394574,13500
2015-12-04,8.061858177185059,8.061858177185059,7.9709041636803395,8.02051515702745,26000
2015-12-07,7.913025856018066,8.003980683776362,7.855146084573874,7.98744315561931,27700
2015-12-08,7.838606357574463,7.838606357574464,7.731115608917313,7.838606357574464,22000
2015-12-09,7.838606357574463,7.929561159818623,7.788995364125397,7.8138008608499305,28500
2015-12-10,7.714578151702881,7.780726669238503,7.689772654765155,7.780726669238503,34500
2015-12-11,7.54094123840332,7.615358548779307,7.483061458578823,7.615358548779307,22900
2015-12-14,7.755923271179199,7.755923271179199,7.598819908102985,7.648431703956722,79700
2015-12-15,7.937830924987793,8.103202238309908,7.855144874050423,8.103202238309908,61500
2015-12-16,8.293377876281738,8.309915399546817,8.094932328415862,8.094932328415862,59000
2015-12-17,8.210695266723633,8.376066609806367,8.185888973846648,8.351261105482148,61500
2015-12-18,8.177619934082031,8.210694198395144,8.119739380119587,8.1528136444327,42900
2015-12-21,8.232612609863281,8.24927740415983,8.140954254584713,8.240945404341065,36400
2015-12-22,8.124288558959961,8.182616530220585,8.057627793330958,8.182616530220585,57200
2015-12-23,8.282608985900879,8.324272169659421,8.165953024967923,8.165953024967923,68000
2015-12-24,8.307609558105469,8.332607157072069,8.22428316867101,8.31594156132144,37200
2015-12-28,8.257611274719238,8.340937641037627,8.14095531546444,8.332604845473963,90500
2015-12-29,8.232612609863281,8.332603759619634,8.17428463783683,8.332603759619634,104400
2015-12-30,8.224283218383789,8.265946413352857,8.165955222222703,8.265946413352857,63700
2015-12-31,8.199285507202148,8.240948701601782,8.082628721815038,8.165955110614307,62300
2016-01-04,8.124288558959961,8.132621353328338,7.9326390564413325,8.049294998962582,83700
2016-01-05,8.090959548950195,8.149287530107411,8.03263156779298,8.115957141637697,33800
2016-01-06,7.965971946716309,8.015967139345614,7.932641553410352,8.00763434235431,25400
2016-01-07,7.674331188201904,7.83265037380901,7.674331188201904,7.83265037380901,28000
2016-01-08,7.599335670471191,7.732657223428014,7.5910028747466045,7.6826620383987745,26800
2016-01-11,7.507678508758545,7.607669689555354,7.416019330367022,7.566006498891867,144300
2016-01-12,7.449350833892822,7.599338024765227,7.382690036762728,7.557674827894072,32800
2016-01-13,7.182706356048584,7.482679889287588,7.16604155708715,7.482679889287588,58000
2016-01-14,7.166040897369385,7.257699269867157,7.057716932785198,7.257699269867157,214600
2016-01-15,6.907730579376221,6.974391366092142,6.757743411935769,6.974391366092142,33400
2016-01-19,6.907730579376221,7.082715343170329,6.85773459200965,7.082715343170329,66300
2016-01-20,6.732745170593262,6.791073154717127,6.499432439438616,6.741077966799295,47900
2016-01-21,6.666085720062256,6.791074509449686,6.624422525379998,6.699416116876193,33700
2016-01-22,6.974390506744385,7.00772089599555,6.849401745717306,6.849401745717306,33800
2016-01-25,6.849400520324707,6.974389258990664,6.832734931351101,6.949391670189277,27000
2016-01-26,7.016052722930908,7.016052722930908,6.87439838951366,6.907728774161304,13900
2016-01-27,6.982723712921143,7.099380479482788,6.96605811998696,7.024386900597388,28900
2016-01-28,6.982723712921143,7.091047683015697,6.924395726969924,7.091047683015697,19000
2016-01-29,7.2493672370910645,7.249367237091065,7.0493848789534805,7.0493848789534805,30300
2016-02-01,7.2910308837890625,7.316028481457449,7.2077044986820376,7.316028481457449,19500
2016-02-02,7.041050910949707,7.28269641883975,7.00772052347036,7.28269641883975,16200
2016-02-03,7.124378204345703,7.132711000964986,6.982723840454795,7.0493846240906075,30300
2016-02-04,7.1077117919921875,7.2077029559226125,7.057716607356541,7.066048608356394,35500
2016-02-05,6.974390506744385,7.099380062430625,6.949392913470801,7.099380062430625,17300
2016-02-08,6.732745170593262,6.849401933500177,6.5994236099334636,6.849401933500177,37300
2016-02-09,6.69941520690918,6.749411192668911,6.616089226192322,6.616089226192322,9200
2016-02-10,6.607755661010742,6.724412020447859,6.607755661010742,6.724412020447859,11200
2016-02-11,6.4744343757629395,6.55776035024369,6.424438791074489,6.4744343757629395,16600
2016-02-12,6.4661030769348145,6.524431070328778,6.374444290749028,6.524431070328778,20900
2016-02-16,6.707747459411621,6.766075442516163,6.6077558933346054,6.716080255472034,19300
2016-02-17,6.907730579376221,6.924396173384832,6.782741802948684,6.782741802948684,38000
2016-02-18,6.907730579376221,7.007721759450103,6.85773459200965,7.007721759450103,34900
2016-02-19,6.841069221496582,6.882732408380371,6.832736425187986,6.882732408380371,8400
2016-02-22,6.932728290557861,6.991057075894847,6.849402703112454,6.849402703112454,18200
2016-02-23,6.857733249664307,6.9910555916586485,6.799405271369917,6.932726818705153,40300
2016-02-24,6.974390506744385,6.974390506744385,6.7077473927350635,6.82440335778456,20600
2016-02-25,6.991056442260742,7.007721240375701,6.866066880432145,7.007721240375701,6900
2016-02-26,6.999388217926025,7.157708165530407,6.991056216467249,7.091047385905144,43000
2016-02-29,7.007721424102783,7.091047800839816,6.991056625550909,7.032719019260204,17400
2016-03-01,7.1910400390625,7.191040039062499,7.0660504554817845,7.0660504554817845,31900
2016-03-02,7.266031742095947,7.282696538780518,7.14104219099557,7.207702967052118,21500
2016-03-03,7.382687568664551,7.382687568664551,7.257698814495323,7.316026793819747,13300
2016-03-04,7.457681655883789,7.549340823642165,7.37435607888247,7.37435607888247,25500
2016-03-07,7.524341583251953,7.566004764364039,7.432683220532633,7.482678402139868,23000
2016-03-08,7.3243608474731445,7.499345610163326,7.316028050521409,7.499345610163326,30200
2016-03-09,7.44101619720459,7.474346583975509,7.382687424361152,7.407685810433669,93200
2016-03-10,7.44101619720459,7.524341766802338,7.341025036891829,7.524341766802338,26900
2016-03-11,7.582671642303467,7.616002033921228,7.507678062498697,7.55767325259573,25200
2016-03-14,7.632668495178223,7.649334091947315,7.541010096926389,7.582673294189728,25100
2016-03-15,7.507678508758545,7.5493416994220315,7.432684924496122,7.5493416994220315,25500
2016-03-16,7.640997409820557,7.640997409820557,7.424349529895808,7.441015118194168,50400
2016-03-17,7.765986919403076,7.765986919403076,7.657662968616926,7.657662968616926,41000
2016-03-18,7.799319744110107,7.8909789282605125,7.799319744110107,7.82431813687439,34300
2016-03-21,7.765986919403076,7.840980484921109,7.757654919080347,7.799317304671194,56600
2016-03-22,7.7243242263793945,7.782652199612345,7.707658637079103,7.757654610320943,15400
2016-03-23,7.549339771270752,7.724324491637729,7.5326741813981535,7.724324491637729,16000
2016-03-24,7.491012096405029,7.499344892559409,7.374356128880424,7.499344892559409,26300
2016-03-28,7.574338436126709,7.60766882594202,7.482679268140223,7.591003233704777,15800
2016-03-29,7.690995216369629,7.690995216369629,7.482680059332628,7.5326760466715825,23500
2016-03-30,7.790985107421875,7.815982697076352,7.740989133453874,7.749321928225049,59500
2016-03-31,7.782651901245117,7.8826430492363535,7.749321518581372,7.832647077911233,34000
2016-04-01,7.732658863067627,7.732658863067627,7.582672481517529,7.732658863067627,50600
2016-04-04,7.607669353485107,7.732658125294899,7.574338961358548,7.732658125294899,33000
2016-04-05,7.499344348907471,7.5243419408992755,7.407685981831442,7.5243419408992755,17800
2016-04-06,7.541007995605469,7.5576727930714815,7.4243512347066964,7.5243424034802855,35300
2016-04-07,7.416017532348633,7.524341483946777,7.382687146830671,7.524341483946777,21600
2016-04-08,7.507678508758545,7.574339295956417,7.491012914629445,7.574339295956417,12100
2016-04-11,7.541007995605469,7.657663961845071,7.541007995605469,7.591003182662678,26300
2016-04-12,7.699328422546387,7.724326814874021,7.582672436987966,7.582672436987966,17300
2016-04-13,7.815983772277832,7.832648569453617,7.682662216234918,7.782653383267103,63600
2016-04-14,7.732658863067627,7.865980444294073,7.682663667437363,7.865980444294073,145200
2016-04-15,7.690995216369629,7.782654394047835,7.682663214029186,7.732658406708881,18700
2016-04-18,7.7159929275512695,7.757656114219786,7.624333757948692,7.640999350479776,22000
2016-04-19,7.782651901245117,7.815982283908863,7.749321518581372,7.7743191069144295,28900
2016-04-20,7.799319744110107,7.874313333084324,7.724326949795207,7.765989348417047,29600
2016-04-21,7.774320602416992,7.824316583359559,7.70765982426634,7.799318195558697,39400
2016-04-22,7.757656574249268,7.774321373109384,7.724326181869797,7.757656574249268,19600
